,Date,Year,Month,ISO_3,Precipitation,SPI
1322,2011-03-31,2011,March,CAN,33.4,-0.49521763839422983
1323,2011-04-30,2011,April,CAN,35.02,-1.8254458030926424
1324,2011-05-31,2011,May,CAN,42.49,-1.0028508845414772
1325,2011-06-30,2011,June,CAN,60.74,-1.2504923783081232
1326,2011-07-31,2011,July,CAN,69.6,-1.2706935785794353
1327,2011-08-31,2011,August,CAN,65.48,-0.7735937363242756
1328,2011-09-30,2011,September,CAN,53.97,0.2686408332806321
1329,2011-10-31,2011,October,CAN,48.7,0.05480263571094857
1330,2011-11-30,2011,November,CAN,41.87,0.5278439216396933
1331,2011-12-31,2011,December,CAN,34.14,1.1973443145128067
1332,2012-01-31,2012,January,CAN,35.85,-0.07012882456854065
1333,2012-02-29,2012,February,CAN,26.19,0.6880015107448646
1334,2012-03-31,2012,March,CAN,34.39,-0.7664912843757771
1335,2012-04-30,2012,April,CAN,33.27,-1.1859584198436286
1336,2012-05-31,2012,May,CAN,40.93,-0.607953244008164
1337,2012-06-30,2012,June,CAN,63.34,-1.8565698736335527
1338,2012-07-31,2012,July,CAN,61.8,0.6124805302442402
1339,2012-08-31,2012,August,CAN,58.84,0.6128971879024866
1340,2012-09-30,2012,September,CAN,49.85,1.1029989929408364
1341,2012-10-31,2012,October,CAN,52.24,-0.6733040944512366
1342,2012-11-30,2012,November,CAN,42.04,0.4927736714196401
1343,2012-12-31,2012,December,CAN,39.87,-0.26563808641268694
1344,2013-01-31,2013,January,CAN,33.02,0.6171697843898447
1345,2013-02-28,2013,February,CAN,25.89,0.7659273581661218
1346,2013-03-31,2013,March,CAN,28.6,0.8200485239405413
1347,2013-04-30,2013,April,CAN,30.85,-0.30163872415070586
1348,2013-05-31,2013,May,CAN,44.81,-1.5901345550781987
1349,2013-06-30,2013,June,CAN,60.37,-1.1642428885887341
1350,2013-07-31,2013,July,CAN,64.55,-0.051459059405132825
1351,2013-08-31,2013,August,CAN,67.76,-1.2496779693418991
1352,2013-09-30,2013,September,CAN,57.5,-0.44623399769036876
1353,2013-10-31,2013,October,CAN,43.83,1.0564635893521481
1354,2013-11-30,2013,November,CAN,45.63,-0.24782749499206305
1355,2013-12-31,2013,December,CAN,36.76,0.5284064627807313
1356,2014-01-31,2014,January,CAN,39.47,-0.9492881759570052
1357,2014-02-28,2014,February,CAN,26.76,0.5399424006444763
1358,2014-03-31,2014,March,CAN,31.62,-0.007473103195085896
1359,2014-04-30,2014,April,CAN,33.68,-1.3357811782048248
1360,2014-05-31,2014,May,CAN,37.78,0.1894362224533325
1361,2014-06-30,2014,June,CAN,65.66,-2.397377484847011
1362,2014-07-31,2014,July,CAN,68.05,-0.8964730825952439
1363,2014-08-31,2014,August,CAN,58.48,0.6880683825894811
1364,2014-09-30,2014,September,CAN,53.8,0.303068233072437
1365,2014-10-31,2014,October,CAN,53.04,-0.8378479882731988
1366,2014-11-30,2014,November,CAN,46.81,-0.4912562906371351
1367,2014-12-31,2014,December,CAN,38.21,0.15819276621145195
1368,2015-01-31,2015,January,CAN,37.73,-0.5267088192122729
1369,2015-02-28,2015,February,CAN,28.31,0.13732552230131603
1370,2015-03-31,2015,March,CAN,27.51,1.1187235483040625
1371,2015-04-30,2015,April,CAN,29.45,0.209951182448506
1372,2015-05-31,2015,May,CAN,34.94,0.9083524398344924
1373,2015-06-30,2015,June,CAN,52.98,0.5584158385093125
1374,2015-07-31,2015,July,CAN,63.79,0.13202969991614796
1375,2015-08-31,2015,August,CAN,65.35,-0.7464485826873039
1376,2015-09-30,2015,September,CAN,57.15,-0.37535405694253554
1377,2015-10-31,2015,October,CAN,48.78,0.03834824632875264
1378,2015-11-30,2015,November,CAN,44.35,0.016230859605981526
1379,2015-12-31,2015,December,CAN,39.78,-0.24265930524631885
1380,2016-01-31,2016,January,CAN,32.42,0.7628868039569939
1381,2016-02-29,2016,February,CAN,32.96,-1.0705251127281674
1382,2016-03-31,2016,March,CAN,33.79,-0.6020830140839302
1383,2016-04-30,2016,April,CAN,30.86,-0.30529293776927097
1384,2016-05-31,2016,May,CAN,36.76,0.44763852587896086
1385,2016-06-30,2016,June,CAN,57.04,-0.38799748111424265
1386,2016-07-31,2016,July,CAN,68.7,-1.0534042583305516
1387,2016-08-31,2016,August,CAN,65.19,-0.7130391628264188
1388,2016-09-30,2016,September,CAN,56.64,-0.27207185756712227
1389,2016-10-31,2016,October,CAN,55.22,-1.2862300989380475
1390,2016-11-30,2016,November,CAN,42.96,0.3029817290522954
1391,2016-12-31,2016,December,CAN,35.68,0.8041518367771592
1392,2017-01-31,2017,January,CAN,35.81,-0.0604143565973976
1393,2017-02-28,2017,February,CAN,30.2,-0.353607316452603
1394,2017-03-31,2017,March,CAN,35.95,-1.1939527871345785
1395,2017-04-30,2017,April,CAN,33.25,-1.1786499926064957
1396,2017-05-31,2017,May,CAN,41.76,-0.8180590399329388
1397,2017-06-30,2017,June,CAN,58.18,-0.6537391521415463
1398,2017-07-31,2017,July,CAN,62.26,0.5014215443392539
1399,2017-08-31,2017,August,CAN,59.01,0.5773996793002966
1400,2017-09-30,2017,September,CAN,52.52,0.562286302093082
1401,2017-10-31,2017,October,CAN,54.39,-1.1155158090977615
1402,2017-11-30,2017,November,CAN,48.03,-0.7429369098633959
1403,2017-12-31,2017,December,CAN,36.72,0.5386192544102285
1404,2018-01-31,2018,January,CAN,40.54,-1.2091501941850875
1405,2018-02-28,2018,February,CAN,28.24,0.15550822003294273
1406,2018-03-31,2018,March,CAN,29.32,0.6227585995903259
1407,2018-04-30,2018,April,CAN,29.78,0.08936213303583414
1408,2018-05-31,2018,May,CAN,35.09,0.870381512860134
1409,2018-06-30,2018,June,CAN,54.8,0.13416159178151213
1410,2018-07-31,2018,July,CAN,60.87,0.8370128278347554
1411,2018-08-31,2018,August,CAN,60.61,0.24330548069143787
1412,2018-09-30,2018,September,CAN,56.45,-0.23359417544687058
1413,2018-10-31,2018,October,CAN,50.36,-0.28662594396962354
1414,2018-11-30,2018,November,CAN,44.52,-0.01883939061407159
1415,2018-12-31,2018,December,CAN,39.92,-0.2784040759495597
1416,2019-01-31,2019,January,CAN,39.95,-1.0658617916107254
1417,2019-02-28,2019,February,CAN,29.19,-0.09125696346770507
1418,2019-03-31,2019,March,CAN,24.64,1.9051431078667285
1419,2019-04-30,2019,April,CAN,32.33,-0.8424623396984422
1420,2019-05-31,2019,May,CAN,34.73,0.9615117375985924
1421,2019-06-30,2019,June,CAN,57.02,-0.3833353465348172
1422,2019-07-31,2019,July,CAN,66.06,-0.41602225226715345
1423,2019-08-31,2019,August,CAN,63.32,-0.3225665682023161
1424,2019-09-30,2019,September,CAN,60.29,-1.011248382508808
1425,2019-10-31,2019,October,CAN,49.6,-0.1303092448387593
1426,2019-11-30,2019,November,CAN,41.35,0.6351176281951479
1427,2019-12-31,2019,December,CAN,39.18,-0.08946743080385833
1428,2020-01-31,2020,January,CAN,35.37,0.046444791085179446
1429,2020-02-29,2020,February,CAN,25.83,0.7815125276503737
1430,2020-03-31,2020,March,CAN,31.74,-0.04035475725345449
1431,2020-04-30,2020,April,CAN,29.13,0.3268860182426115
1432,2020-05-31,2020,May,CAN,37.58,0.2400641250858092
1433,2020-06-30,2020,June,CAN,57.19,-0.42296349045994014
1434,2020-07-31,2020,July,CAN,63.62,0.17307323818538234
1435,2020-08-31,2020,August,CAN,62.9,-0.23486684106749045
1436,2020-09-30,2020,September,CAN,51.89,0.6898701954391817
1437,2020-10-31,2020,October,CAN,53.32,-0.8954383511108861
1438,2020-11-30,2020,November,CAN,44.34,0.018293815501278336
1439,2020-12-31,2020,December,CAN,39.92,-0.2784040759495597
1440,2021-01-31,2021,January,CAN,33.82,0.42288042496698014
1441,2021-02-28,2021,February,CAN,27.22,0.4204561012652163
1442,2021-03-31,2021,March,CAN,29.93,0.4556101914602821
1443,2021-04-30,2021,April,CAN,31.07,-0.38203142375915294
1444,2021-05-31,2021,May,CAN,37.86,0.16918506140034253
1445,2021-06-30,2021,June,CAN,54.01,0.31831590766885387
1446,2021-07-31,2021,July,CAN,59.92,1.066373776986356
1447,2021-08-31,2021,August,CAN,62.26,-0.10122916162394699
1448,2021-09-30,2021,September,CAN,56.62,-0.26802157523867404
1449,2021-10-31,2021,October,CAN,49.2,-0.04803729792777818
1450,2021-11-30,2021,November,CAN,50.64,-1.2813683985359705
1451,2021-12-31,2021,December,CAN,39.19,-0.09202062871123215
