,Date,Year,Month,Country_id,Precipitation,SPI
327,1928-04-30,1928,April,NAM,25.63,-0.40596360724436037
328,1928-05-31,1928,May,NAM,1.36,0.6257251074637125
329,1928-06-30,1928,June,NAM,0.06,0.8722389382960656
330,1928-07-31,1928,July,NAM,0.26,0.6180551185508604
331,1928-08-31,1928,August,NAM,0.09,0.901831520956492
332,1928-09-30,1928,September,NAM,4.03,-0.9079750844907173
333,1928-10-31,1928,October,NAM,1.11,1.3360395723453116
334,1928-11-30,1928,November,NAM,16.31,0.5751882022611774
335,1928-12-31,1928,December,NAM,12.17,1.4579610484503145
336,1929-01-31,1929,January,NAM,37.2,0.7184653738858097
337,1929-02-28,1929,February,NAM,48.85,0.6124327672501896
338,1929-03-31,1929,March,NAM,51.22,0.17279557754153418
339,1929-04-30,1929,April,NAM,3.09,1.395769102157832
340,1929-05-31,1929,May,NAM,1.58,0.5762455377135818
341,1929-06-30,1929,June,NAM,2.68,-1.0218441373845903
342,1929-07-31,1929,July,NAM,1.27,-0.8460370705962732
343,1929-08-31,1929,August,NAM,0.41,0.4262913263298357
344,1929-09-30,1929,September,NAM,6.47,-2.0103295706533926
345,1929-10-31,1929,October,NAM,15.6,-1.1543281909118428
346,1929-11-30,1929,November,NAM,16.37,0.570506107866846
347,1929-12-31,1929,December,NAM,17.81,1.1415015110022197
348,1930-01-31,1930,January,NAM,33.31,0.8374449526178575
349,1930-02-28,1930,February,NAM,36.51,1.013997779740012
350,1930-03-31,1930,March,NAM,27.8,1.0126548728707558
351,1930-04-30,1930,April,NAM,19.7,0.06805036643598569
352,1930-05-31,1930,May,NAM,0.88,0.7336805323730887
353,1930-06-30,1930,June,NAM,0.4,0.6264418979405606
354,1930-07-31,1930,July,NAM,0.15,0.7775107035074789
355,1930-08-31,1930,August,NAM,1.44,-1.1043536751247145
356,1930-09-30,1930,September,NAM,0.28,0.7862172610461817
357,1930-10-31,1930,October,NAM,3.8,0.8737145700567163
358,1930-11-30,1930,November,NAM,16.2,0.583772041984118
359,1930-12-31,1930,December,NAM,27.94,0.5731087602310843
360,1931-01-31,1931,January,NAM,61.28,-0.01804574587452662
361,1931-02-28,1931,February,NAM,55.03,0.4113248436531796
362,1931-03-31,1931,March,NAM,66.65,-0.3805361443598278
363,1931-04-30,1931,April,NAM,9.66,0.8705967906772462
364,1931-05-31,1931,May,NAM,0.32,0.8596285281006943
365,1931-06-30,1931,June,NAM,0.23,0.7493404181183131
366,1931-07-31,1931,July,NAM,1.33,-0.9330128442089743
367,1931-08-31,1931,August,NAM,0.1,0.886970889874409
368,1931-09-30,1931,September,NAM,0.22,0.8133243385747722
369,1931-10-31,1931,October,NAM,5.02,0.6640355727362381
370,1931-11-30,1931,November,NAM,29.32,-0.4400459322429813
371,1931-12-31,1931,December,NAM,33.27,0.2740432753732212
372,1932-01-31,1932,January,NAM,16.36,1.3558778213860345
373,1932-02-29,1932,February,NAM,29.31,1.2482982732510914
374,1932-03-31,1932,March,NAM,53.57,0.08852276182745766
375,1932-04-30,1932,April,NAM,6.56,1.1183949893971574
376,1932-05-31,1932,May,NAM,8.1,-0.8901489839721117
377,1932-06-30,1932,June,NAM,0.21,0.7637990675509899
378,1932-07-31,1932,July,NAM,0.67,0.02372066553073679
379,1932-08-31,1932,August,NAM,0.11,0.872110258792326
380,1932-09-30,1932,September,NAM,0.49,0.6913424896961153
381,1932-10-31,1932,October,NAM,18.26,-1.6114971522827217
382,1932-11-30,1932,November,NAM,15.21,0.6610265994905834
383,1932-12-31,1932,December,NAM,36.65,0.08439199229262546
384,1933-01-31,1933,January,NAM,22.28,1.1748086424416329
385,1933-02-28,1933,February,NAM,24.43,1.4071019410752676
386,1933-03-31,1933,March,NAM,20.74,1.265831927739428
387,1933-04-30,1933,April,NAM,3.73,1.3446107643575922
388,1933-05-31,1933,May,NAM,0.23,0.8798701702712024
389,1933-06-30,1933,June,NAM,0.98,0.2071410643929346
390,1933-07-31,1933,July,NAM,0.7,-0.01976722127561359
391,1933-08-31,1933,August,NAM,1.68,-1.4610088210947068
392,1933-09-30,1933,September,NAM,0.15,0.8449492623581276
393,1933-10-31,1933,October,NAM,1.12,1.334320892039406
394,1933-11-30,1933,November,NAM,28.05,-0.34094160089630327
395,1933-12-31,1933,December,NAM,75.66,-2.1044531417233654
396,1934-01-31,1934,January,NAM,161.58,-3.0858225445440346
397,1934-02-28,1934,February,NAM,127.83,-1.9577134796255131
398,1934-03-31,1934,March,NAM,120.7,-2.3188109057835864
399,1934-04-30,1934,April,NAM,43.82,-1.8599794894105486
400,1934-05-31,1934,May,NAM,2.07,0.46604104145192693
401,1934-06-30,1934,June,NAM,0.07,0.8650096135797272
402,1934-07-31,1934,July,NAM,0.16,0.7630147412386954
403,1934-08-31,1934,August,NAM,0.22,0.7086433168894128
404,1934-09-30,1934,September,NAM,0.36,0.7500744910080612
405,1934-10-31,1934,October,NAM,7.84,0.17936772647087063
406,1934-11-30,1934,November,NAM,32.43,-0.6827344916824842
407,1934-12-31,1934,December,NAM,68.56,-1.7060732275599837
408,1935-01-31,1935,January,NAM,56.32,0.13366086351132342
409,1935-02-28,1935,February,NAM,43.21,0.7959681538338685
410,1935-03-31,1935,March,NAM,38.57,0.6264343514917756
411,1935-04-30,1935,April,NAM,15.85,0.3757997422655527
412,1935-05-31,1935,May,NAM,8.79,-1.04533490727934
413,1935-06-30,1935,June,NAM,0.28,0.7131937945366212
414,1935-07-31,1935,July,NAM,0.3,0.5600712694757264
415,1935-08-31,1935,August,NAM,0.09,0.901831520956492
416,1935-09-30,1935,September,NAM,3.4,-0.6233507704405181
417,1935-10-31,1935,October,NAM,2.99,1.0129276748350664
418,1935-11-30,1935,November,NAM,19.93,0.2927018404698588
419,1935-12-31,1935,December,NAM,43.01,-0.27246663504246044
420,1936-01-31,1936,January,NAM,62.08,-0.042514553839986216
421,1936-02-29,1936,February,NAM,31.33,1.1825639681271498
422,1936-03-31,1936,March,NAM,84.82,-1.032126383306538
423,1936-04-30,1936,April,NAM,12.39,0.6523745059980985
424,1936-05-31,1936,May,NAM,20.65,-3.7127335310818443
425,1936-06-30,1936,June,NAM,0.13,0.821633665281697
426,1936-07-31,1936,July,NAM,0.24,0.6470470430884274
427,1936-08-31,1936,August,NAM,0.14,0.8275283655460769
428,1936-09-30,1936,September,NAM,0.68,0.6055034108555791
429,1936-10-31,1936,October,NAM,2.79,1.0473012809531776
430,1936-11-30,1936,November,NAM,10.06,1.0629063683373488
431,1936-12-31,1936,December,NAM,37.56,0.03333203146323403
432,1937-01-31,1937,January,NAM,71.14,-0.3196238040488172
433,1937-02-28,1937,February,NAM,113.14,-1.4796753893924912
434,1937-03-31,1937,March,NAM,40.55,0.5554300216560858
435,1937-04-30,1937,April,NAM,28.93,-0.6697487865268464
436,1937-05-31,1937,May,NAM,0.94,0.7201861042594168
437,1937-06-30,1937,June,NAM,0.33,0.6770471709549293
438,1937-07-31,1937,July,NAM,0.96,-0.3966622402639846
439,1937-08-31,1937,August,NAM,0.07,0.931552783120658
440,1937-09-30,1937,September,NAM,0.68,0.6055034108555791
441,1937-10-31,1937,October,NAM,9.61,-0.12483868767441318
442,1937-11-30,1937,November,NAM,23.05,0.04923293196463392
